,Country,Year,Value,Resource,Metric,Price
14177,India,1967,0.012811608,Natural Gas,Consumption,
14178,Indonesia,1967,0.02276442,Natural Gas,Consumption,
14179,Japan,1967,0.069789603,Natural Gas,Consumption,
14180,Malaysia,1967,0,Natural Gas,Consumption,
14181,New Zealand,1967,0,Natural Gas,Consumption,
14182,Pakistan,1967,0.07009992,Natural Gas,Consumption,
14183,Philippines,1967,0,Natural Gas,Consumption,
14184,Singapore,1967,0,Natural Gas,Consumption,
14185,South Korea,1967,0,Natural Gas,Consumption,
14186,Sri Lanka,1967,0,Natural Gas,Consumption,
14187,Taiwan,1967,0.01204164,Natural Gas,Consumption,
14188,Thailand,1967,0,Natural Gas,Consumption,
14189,Vietnam,1967,0,Natural Gas,Consumption,
14190,Other Asia Pacific,1967,0.016387324,Natural Gas,Consumption,
14191,Total Asia Pacific,1967,0.257009448,Natural Gas,Consumption,
14192,Total World,1967,26.54660961,Natural Gas,Consumption,
14193,of which: OECD,1967,19.56953953,Natural Gas,Consumption,
14194,                 Non-OECD,1967,6.977070079,Natural Gas,Consumption,
14195,                 European Union #,1967,1.783289806,Natural Gas,Consumption,
14196,Canada,1968,1.009874821,Natural Gas,Consumption,
14197,Mexico,1968,0.282931507,Natural Gas,Consumption,
14198,US,1968,18.24053383,Natural Gas,Consumption,
14199,Total North America,1968,19.53334016,Natural Gas,Consumption,
14200,Argentina,1968,0.187198475,Natural Gas,Consumption,
14201,Brazil,1968,0.002582243,Natural Gas,Consumption,
14202,Chile,1968,0.017595001,Natural Gas,Consumption,
14203,Colombia,1968,0.04237695,Natural Gas,Consumption,
14204,Ecuador,1968,0,Natural Gas,Consumption,
14205,Peru,1968,0.01431045,Natural Gas,Consumption,
14206,Trinidad & Tobago,1968,0.055963799,Natural Gas,Consumption,
14207,Venezuela,1968,0.320998669,Natural Gas,Consumption,
14208,Central America,1968,0,Natural Gas,Consumption,
14209,Other Caribbean,1968,0.0001053,Natural Gas,Consumption,
14210,Other South America,1968,0.00237768,Natural Gas,Consumption,
14211,Total S. & Cent. America,1968,0.643508567,Natural Gas,Consumption,
14212,Austria,1968,0.069224291,Natural Gas,Consumption,
14213,Belgium,1968,0.044276401,Natural Gas,Consumption,
14214,Bulgaria,1968,0.01408104,Natural Gas,Consumption,
14215,Croatia,1968,0,Natural Gas,Consumption,
14216,Cyprus,1968,0,Natural Gas,Consumption,
14217,Czech Republic,1968,0.023944501,Natural Gas,Consumption,
14218,Denmark,1968,0,Natural Gas,Consumption,
14219,Estonia,1968,0,Natural Gas,Consumption,
14220,Finland,1968,0,Natural Gas,Consumption,
14221,France,1968,0.25976339,Natural Gas,Consumption,
14222,Germany,1968,0.283931077,Natural Gas,Consumption,
14223,Greece,1968,0,Natural Gas,Consumption,
14224,Hungary,1968,0.098024398,Natural Gas,Consumption,
14225,Iceland,1968,0,Natural Gas,Consumption,
14226,Ireland,1968,0,Natural Gas,Consumption,
14227,Italy,1968,0.3718566,Natural Gas,Consumption,
14228,Latvia,1968,0,Natural Gas,Consumption,
14229,Lithuania,1968,0,Natural Gas,Consumption,
14230,Luxembourg,1968,0,Natural Gas,Consumption,
14231,Netherlands,1968,0.305999994,Natural Gas,Consumption,
14232,North Macedonia,1968,0,Natural Gas,Consumption,
14233,Norway,1968,0,Natural Gas,Consumption,
14234,Poland,1968,0.123091199,Natural Gas,Consumption,
14235,Portugal,1968,0,Natural Gas,Consumption,
14236,Romania,1968,0.63607645,Natural Gas,Consumption,
14237,Slovakia,1968,0.032081399,Natural Gas,Consumption,
14238,Slovenia,1968,0,Natural Gas,Consumption,
14239,Spain,1968,0,Natural Gas,Consumption,
14240,Sweden,1968,0,Natural Gas,Consumption,
14241,Switzerland,1968,0,Natural Gas,Consumption,
14242,Turkey,1968,0,Natural Gas,Consumption,
14243,Ukraine,1968,0,Natural Gas,Consumption,
14244,United Kingdom,1968,0.114676453,Natural Gas,Consumption,
14245,Other Europe,1968,0.022028309,Natural Gas,Consumption,
14246,Total Europe,1968,2.399055502,Natural Gas,Consumption,
14247,Azerbaijan,1968,0,Natural Gas,Consumption,
14248,Belarus,1968,0,Natural Gas,Consumption,
14249,Kazakhstan,1968,0,Natural Gas,Consumption,
14250,Russian Federation,1968,0,Natural Gas,Consumption,
14251,Turkmenistan,1968,0,Natural Gas,Consumption,
14252,Uzbekistan,1968,0,Natural Gas,Consumption,
14253,Other CIS,1968,0,Natural Gas,Consumption,
14254,Total CIS,1968,5.808974743,Natural Gas,Consumption,
14255,Iran,1968,0.033023946,Natural Gas,Consumption,
14256,Iraq,1968,0.016587,Natural Gas,Consumption,
14257,Israel,1968,0.00489553,Natural Gas,Consumption,
14258,Kuwait,1968,0.114193797,Natural Gas,Consumption,
14259,Oman,1968,0,Natural Gas,Consumption,
14260,Qatar,1968,0.019151639,Natural Gas,Consumption,
14261,Saudi Arabia,1968,0.037654199,Natural Gas,Consumption,
14262,United Arab Emirates,1968,0.021059999,Natural Gas,Consumption,
14263,Other Middle East,1968,0.0094797,Natural Gas,Consumption,
14264,Total Middle East,1968,0.25604581,Natural Gas,Consumption,
14265,Algeria,1968,0.0283437,Natural Gas,Consumption,
14266,Egypt,1968,0.0019404,Natural Gas,Consumption,
14267,Morocco,1968,0.0018522,Natural Gas,Consumption,
14268,South Africa,1968,0,Natural Gas,Consumption,
14269,Eastern Africa,1968,3.33E-05,Natural Gas,Consumption,
14270,Middle Africa,1968,0.0008775,Natural Gas,Consumption,
14271,Western Africa,1968,0.005162021,Natural Gas,Consumption,
14272,Other Northern Africa,1968,0.0003726,Natural Gas,Consumption,
14273,Other Southern Africa,1968,0,Natural Gas,Consumption,
14274,Total Africa,1968,0.038581721,Natural Gas,Consumption,
14275,Australia,1968,0.00109647,Natural Gas,Consumption,
14276,Bangladesh,1968,0,Natural Gas,Consumption,
14277,China,1968,0.05079646,Natural Gas,Consumption,
14278,China Hong Kong SAR,1968,0,Natural Gas,Consumption,
14279,India,1968,0.01423512,Natural Gas,Consumption,
14280,Indonesia,1968,0.023129821,Natural Gas,Consumption,
14281,Japan,1968,0.075942002,Natural Gas,Consumption,
14282,Malaysia,1968,0,Natural Gas,Consumption,
14283,New Zealand,1968,0,Natural Gas,Consumption,
14284,Pakistan,1968,0.078667022,Natural Gas,Consumption,
14285,Philippines,1968,0,Natural Gas,Consumption,
14286,Singapore,1968,0,Natural Gas,Consumption,
14287,South Korea,1968,0,Natural Gas,Consumption,
14288,Sri Lanka,1968,0,Natural Gas,Consumption,
14289,Taiwan,1968,0.01697436,Natural Gas,Consumption,
14290,Thailand,1968,0,Natural Gas,Consumption,
14291,Vietnam,1968,0,Natural Gas,Consumption,
14292,Other Asia Pacific,1968,0.01930366,Natural Gas,Consumption,
14293,Total Asia Pacific,1968,0.280144916,Natural Gas,Consumption,
14294,Total World,1968,28.95965142,Natural Gas,Consumption,
14295,of which: OECD,1968,21.40211581,Natural Gas,Consumption,
14296,                 Non-OECD,1968,7.557535604,Natural Gas,Consumption,
14297,                 European Union #,1968,2.26235074,Natural Gas,Consumption,
14298,Canada,1969,1.128586769,Natural Gas,Consumption,
14299,Mexico,1969,0.350893915,Natural Gas,Consumption,
14300,US,1969,19.6347847,Natural Gas,Consumption,
14301,Total North America,1969,21.11426538,Natural Gas,Consumption,
14302,Argentina,1969,0.186498269,Natural Gas,Consumption,
14303,Brazil,1969,0.002721474,Natural Gas,Consumption,
14304,Chile,1969,0.023155021,Natural Gas,Consumption,
14305,Colombia,1969,0.046275076,Natural Gas,Consumption,
14306,Ecuador,1969,0,Natural Gas,Consumption,
14307,Peru,1969,0.01458765,Natural Gas,Consumption,
14308,Trinidad & Tobago,1969,0.0562464,Natural Gas,Consumption,
14309,Venezuela,1969,0.330349326,Natural Gas,Consumption,
14310,Central America,1969,0,Natural Gas,Consumption,
14311,Other Caribbean,1969,0.0001053,Natural Gas,Consumption,
14312,Other South America,1969,0.003469868,Natural Gas,Consumption,
14313,Total S. & Cent. America,1969,0.663408383,Natural Gas,Consumption,
14314,Austria,1969,0.083984964,Natural Gas,Consumption,
14315,Belgium,1969,0.091205999,Natural Gas,Consumption,
14316,Bulgaria,1969,0.01464561,Natural Gas,Consumption,
14317,Croatia,1969,0,Natural Gas,Consumption,
14318,Cyprus,1969,0,Natural Gas,Consumption,
14319,Czech Republic,1969,0.0262584,Natural Gas,Consumption,
14320,Denmark,1969,0,Natural Gas,Consumption,
14321,Estonia,1969,0,Natural Gas,Consumption,
14322,Finland,1969,0,Natural Gas,Consumption,
14323,France,1969,0.301861793,Natural Gas,Consumption,
14324,Germany,1969,0.404338956,Natural Gas,Consumption,
14325,Greece,1969,0,Natural Gas,Consumption,
14326,Hungary,1969,0.116697602,Natural Gas,Consumption,
14327,Iceland,1969,0,Natural Gas,Consumption,
14328,Ireland,1969,0,Natural Gas,Consumption,
14329,Italy,1969,0.40828231,Natural Gas,Consumption,
14330,Latvia,1969,0,Natural Gas,Consumption,
14331,Lithuania,1969,0,Natural Gas,Consumption,
14332,Luxembourg,1969,0.0001053,Natural Gas,Consumption,
14333,Netherlands,1969,0.451000005,Natural Gas,Consumption,
14334,North Macedonia,1969,0,Natural Gas,Consumption,
14335,Norway,1969,0,Natural Gas,Consumption,
14336,Poland,1969,0.170655295,Natural Gas,Consumption,
14337,Portugal,1969,0,Natural Gas,Consumption,
14338,Romania,1969,0.738608479,Natural Gas,Consumption,
14339,Slovakia,1969,0.032512501,Natural Gas,Consumption,
14340,Slovenia,1969,0,Natural Gas,Consumption,
14341,Spain,1969,0.00338148,Natural Gas,Consumption,
14342,Sweden,1969,0,Natural Gas,Consumption,
14343,Switzerland,1969,9.00E-06,Natural Gas,Consumption,
14344,Turkey,1969,0,Natural Gas,Consumption,
14345,Ukraine,1969,0,Natural Gas,Consumption,
14346,United Kingdom,1969,0.223449513,Natural Gas,Consumption,
14347,Other Europe,1969,0.027316395,Natural Gas,Consumption,
14348,Total Europe,1969,3.094313602,Natural Gas,Consumption,
14349,Azerbaijan,1969,0,Natural Gas,Consumption,
14350,Belarus,1969,0,Natural Gas,Consumption,
14351,Kazakhstan,1969,0,Natural Gas,Consumption,
14352,Russian Federation,1969,0,Natural Gas,Consumption,
14353,Turkmenistan,1969,0,Natural Gas,Consumption,
14354,Uzbekistan,1969,0,Natural Gas,Consumption,
14355,Other CIS,1969,0,Natural Gas,Consumption,
14356,Total CIS,1969,6.207961559,Natural Gas,Consumption,
14357,Iran,1969,0.038750134,Natural Gas,Consumption,
14358,Iraq,1969,0.026060401,Natural Gas,Consumption,
14359,Israel,1969,0.005031947,Natural Gas,Consumption,
14360,Kuwait,1969,0.1274634,Natural Gas,Consumption,
14361,Oman,1969,0,Natural Gas,Consumption,
14362,Qatar,1969,0.031745519,Natural Gas,Consumption,
14363,Saudi Arabia,1969,0.0453321,Natural Gas,Consumption,
14364,United Arab Emirates,1969,0.020709001,Natural Gas,Consumption,
14365,Other Middle East,1969,0.0108855,Natural Gas,Consumption,
14366,Total Middle East,1969,0.305978002,Natural Gas,Consumption,
14367,Algeria,1969,0.037266076,Natural Gas,Consumption,
14368,Egypt,1969,0.00246015,Natural Gas,Consumption,
14369,Morocco,1969,0.0018522,Natural Gas,Consumption,
14370,South Africa,1969,0,Natural Gas,Consumption,
14371,Eastern Africa,1969,3.33E-05,Natural Gas,Consumption,
14372,Middle Africa,1969,0.0008433,Natural Gas,Consumption,
14373,Western Africa,1969,0.002245004,Natural Gas,Consumption,
14374,Other Northern Africa,1969,0.0003726,Natural Gas,Consumption,
14375,Other Southern Africa,1969,0,Natural Gas,Consumption,
14376,Total Africa,1969,0.04507263,Natural Gas,Consumption,
14377,Australia,1969,0.0148554,Natural Gas,Consumption,
14378,Bangladesh,1969,0,Natural Gas,Consumption,
14379,China,1969,0.071115047,Natural Gas,Consumption,
14380,China Hong Kong SAR,1969,0,Natural Gas,Consumption,
14381,India,1969,0.017082144,Natural Gas,Consumption,
14382,Indonesia,1969,0.043592218,Natural Gas,Consumption,
14383,Japan,1969,0.08397197,Natural Gas,Consumption,
14384,Malaysia,1969,0,Natural Gas,Consumption,
14385,New Zealand,1969,0,Natural Gas,Consumption,
14386,Pakistan,1969,0.096913442,Natural Gas,Consumption,
14387,Philippines,1969,0,Natural Gas,Consumption,
14388,Singapore,1969,0,Natural Gas,Consumption,
14389,South Korea,1969,0,Natural Gas,Consumption,
14390,Sri Lanka,1969,0,Natural Gas,Consumption,
14391,Taiwan,1969,0.02132676,Natural Gas,Consumption,
14392,Thailand,1969,0,Natural Gas,Consumption,
14393,Vietnam,1969,0,Natural Gas,Consumption,
14394,Other Asia Pacific,1969,0.020504553,Natural Gas,Consumption,
14395,Total Asia Pacific,1969,0.369361533,Natural Gas,Consumption,
14396,Total World,1969,31.80036109,Natural Gas,Consumption,
14397,of which: OECD,1969,23.60129791,Natural Gas,Consumption,
14398,                 Non-OECD,1969,8.19906318,Natural Gas,Consumption,
14399,                 European Union #,1969,2.843538694,Natural Gas,Consumption,
14400,Canada,1970,1.246818662,Natural Gas,Consumption,
14401,Mexico,1970,0.358830065,Natural Gas,Consumption,
14402,US,1970,20.69516945,Natural Gas,Consumption,
14403,Total North America,1970,22.30081818,Natural Gas,Consumption,
14404,Argentina,1970,0.210760206,Natural Gas,Consumption,
14405,Brazil,1970,0.002919645,Natural Gas,Consumption,
14406,Chile,1970,0.02311983,Natural Gas,Consumption,
14407,Colombia,1970,0.044975702,Natural Gas,Consumption,
14408,Ecuador,1970,0.00251208,Natural Gas,Consumption,
14409,Peru,1970,0.01431045,Natural Gas,Consumption,
14410,Trinidad & Tobago,1970,0.068830989,Natural Gas,Consumption,
14411,Venezuela,1970,0.308091611,Natural Gas,Consumption,
14412,Central America,1970,0,Natural Gas,Consumption,
14413,Other Caribbean,1970,0.000157968,Natural Gas,Consumption,
14414,Other South America,1970,0.0011574,Natural Gas,Consumption,
14415,Total S. & Cent. America,1970,0.67683588,Natural Gas,Consumption,
14416,Austria,1970,0.101872809,Natural Gas,Consumption,
14417,Belgium,1970,0.143106297,Natural Gas,Consumption,
14418,Bulgaria,1970,0.01321758,Natural Gas,Consumption,
14419,Croatia,1970,0,Natural Gas,Consumption,
14420,Cyprus,1970,0,Natural Gas,Consumption,
14421,Czech Republic,1970,0.028844999,Natural Gas,Consumption,
14422,Denmark,1970,0,Natural Gas,Consumption,
14423,Estonia,1970,0,Natural Gas,Consumption,
14424,Finland,1970,0,Natural Gas,Consumption,
14425,France,1970,0.3439053,Natural Gas,Consumption,
14426,Germany,1970,0.575055122,Natural Gas,Consumption,
14427,Greece,1970,0,Natural Gas,Consumption,
14428,Hungary,1970,0.130870804,Natural Gas,Consumption,
14429,Iceland,1970,0,Natural Gas,Consumption,
14430,Ireland,1970,0,Natural Gas,Consumption,
14431,Italy,1970,0.440467209,Natural Gas,Consumption,
14432,Latvia,1970,0,Natural Gas,Consumption,
14433,Lithuania,1970,0,Natural Gas,Consumption,
14434,Luxembourg,1970,0.000262622,Natural Gas,Consumption,
14435,Netherlands,1970,0.63499999,Natural Gas,Consumption,
14436,North Macedonia,1970,0,Natural Gas,Consumption,
14437,Norway,1970,0,Natural Gas,Consumption,
14438,Poland,1970,0.217652395,Natural Gas,Consumption,
14439,Portugal,1970,0,Natural Gas,Consumption,
14440,Romania,1970,0.767713904,Natural Gas,Consumption,
14441,Slovakia,1970,0.043659002,Natural Gas,Consumption,
14442,Slovenia,1970,0,Natural Gas,Consumption,
14443,Spain,1970,0.00269064,Natural Gas,Consumption,
14444,Sweden,1970,0,Natural Gas,Consumption,
14445,Switzerland,1970,0.001386,Natural Gas,Consumption,
14446,Turkey,1970,0,Natural Gas,Consumption,
14447,Ukraine,1970,0,Natural Gas,Consumption,
14448,United Kingdom,1970,0.425797552,Natural Gas,Consumption,
14449,Other Europe,1970,0.035895508,Natural Gas,Consumption,
14450,Total Europe,1970,3.907397734,Natural Gas,Consumption,
14451,Azerbaijan,1970,0,Natural Gas,Consumption,
14452,Belarus,1970,0,Natural Gas,Consumption,
14453,Kazakhstan,1970,0,Natural Gas,Consumption,
14454,Russian Federation,1970,0,Natural Gas,Consumption,
14455,Turkmenistan,1970,0,Natural Gas,Consumption,
14456,Uzbekistan,1970,0,Natural Gas,Consumption,
14457,Other CIS,1970,0,Natural Gas,Consumption,
14458,Total CIS,1970,6.82145071,Natural Gas,Consumption,
14459,Iran,1970,0.091888398,Natural Gas,Consumption,
14460,Iraq,1970,0.026675999,Natural Gas,Consumption,
14461,Israel,1970,0.004598509,Natural Gas,Consumption,
14462,Kuwait,1970,0.069665402,Natural Gas,Consumption,
14463,Oman,1970,0,Natural Gas,Consumption,
14464,Qatar,1970,0.037446301,Natural Gas,Consumption,
14465,Saudi Arabia,1970,0.055301402,Natural Gas,Consumption,
14466,United Arab Emirates,1970,0.029484,Natural Gas,Consumption,
14467,Other Middle East,1970,0.023404213,Natural Gas,Consumption,
14468,Total Middle East,1970,0.338464224,Natural Gas,Consumption,
14469,Algeria,1970,0.035031151,Natural Gas,Consumption,
14470,Egypt,1970,0.00294525,Natural Gas,Consumption,
14471,Morocco,1970,0.0018522,Natural Gas,Consumption,
14472,South Africa,1970,0,Natural Gas,Consumption,
14473,Eastern Africa,1970,3.33E-05,Natural Gas,Consumption,
14474,Middle Africa,1970,0.0020547,Natural Gas,Consumption,
14475,Western Africa,1970,0.0037962,Natural Gas,Consumption,
14476,Other Northern Africa,1970,0.0102618,Natural Gas,Consumption,
14477,Other Southern Africa,1970,0,Natural Gas,Consumption,
14478,Total Africa,1970,0.055974601,Natural Gas,Consumption,
14479,Australia,1970,0.062294308,Natural Gas,Consumption,
14480,Bangladesh,1970,0,Natural Gas,Consumption,
14481,China,1970,0.104132742,Natural Gas,Consumption,
14482,China Hong Kong SAR,1970,0,Natural Gas,Consumption,
14483,India,1970,0.022782478,Natural Gas,Consumption,
14484,Indonesia,1970,0.045273062,Natural Gas,Consumption,
14485,Japan,1970,0.128597379,Natural Gas,Consumption,
14486,Malaysia,1970,0.000293076,Natural Gas,Consumption,
14487,New Zealand,1970,0.00255744,Natural Gas,Consumption,
14488,Pakistan,1970,0.104774132,Natural Gas,Consumption,
14489,Philippines,1970,0,Natural Gas,Consumption,
14490,Singapore,1970,0,Natural Gas,Consumption,
14491,South Korea,1970,0,Natural Gas,Consumption,
14492,Sri Lanka,1970,0,Natural Gas,Consumption,
14493,Taiwan,1970,0.020232927,Natural Gas,Consumption,
14494,Thailand,1970,0,Natural Gas,Consumption,
14495,Vietnam,1970,0,Natural Gas,Consumption,
14496,Other Asia Pacific,1970,0.021431475,Natural Gas,Consumption,
14497,Total Asia Pacific,1970,0.51236902,Natural Gas,Consumption,
14498,Total World,1970,34.61331034,Natural Gas,Consumption,
14499,of which: OECD,1970,25.65753208,Natural Gas,Consumption,
14500,                 Non-OECD,1970,8.95577826,Natural Gas,Consumption,
14501,                 European Union #,1970,3.444318673,Natural Gas,Consumption,
14502,Canada,1971,1.33079493,Natural Gas,Consumption,
14503,Mexico,1971,0.372940242,Natural Gas,Consumption,
14504,US,1971,21.335495,Natural Gas,Consumption,
14505,Total North America,1971,23.03923017,Natural Gas,Consumption,
